id,firebase_key,power,mode,eco,powerful,temp_room,temp_set,humidity,timestamp,created_at
20764,26,1,COOL,0,0,20.0,24.0,21.0,21826,2026-04-03 10:19:17
20765,27,1,COOL,1,0,21.0,24.0,20.0,29161,2026-04-03 10:19:17
20794,28,1,HEAT,1,0,20.0,24.0,24.0,32355,2026-04-03 10:19:27
21868,29,1,COOL,0,0,20.0,24.0,21.0,20741,2026-04-03 10:25:44
21869,30,1,COOL,1,0,20.0,24.0,21.0,25987,2026-04-03 10:25:44
21901,31,1,COOL,0,1,20.0,24.0,21.0,37295,2026-04-03 10:25:55
21934,32,1,HEAT,0,1,20.0,24.0,21.0,43483,2026-04-03 10:26:05
21935,33,1,COOL,0,1,20.0,24.0,26.0,47573,2026-04-03 10:26:05
21970,34,1,COOL,0,0,20.0,24.0,21.0,52018,2026-04-03 10:26:15
25086,35,1,COOL,0,0,21.0,24.0,23.0,952368,2026-04-03 10:41:14
26959,36,1,HEAT,0,0,17.0,24.0,22.0,1475828,2026-04-03 10:49:54
26997,37,1,COOL,0,0,18.0,24.0,22.0,1481979,2026-04-03 10:50:05
27036,38,1,HEAT,0,0,18.0,24.0,22.0,1489298,2026-04-03 10:50:15
30508,39,1,HEAT,0,0,18.0,24.0,22.0,2389644,2026-04-03 11:05:13
34069,40,1,HEAT,0,0,20.0,24.0,21.0,3290984,2026-04-03 11:20:13
37719,41,1,HEAT,0,0,21.0,24.0,20.0,4192253,2026-04-03 11:35:12
41500,42,1,HEAT,0,0,22.0,24.0,20.0,5093558,2026-04-03 11:50:21
45328,43,1,HEAT,0,0,22.0,24.0,20.0,5994850,2026-04-03 12:05:20
49245,44,1,HEAT,0,0,22.0,24.0,20.0,6896075,2026-04-03 12:20:20
51631,45,1,COOL,0,0,22.0,24.0,20.0,7439112,2026-04-03 12:29:22
51678,46,1,HEAT,0,0,22.0,24.0,20.0,7445099,2026-04-03 12:29:32
51679,47,1,HEAT,1,0,22.0,24.0,20.0,7452098,2026-04-03 12:29:32
51728,48,1,HEAT,0,1,22.0,24.0,20.0,7457361,2026-04-03 12:29:42
56041,49,1,HEAT,0,1,22.0,24.0,20.0,8357701,2026-04-03 12:44:41
60442,50,1,HEAT,0,1,26.0,24.0,18.0,9259069,2026-04-03 12:59:41
61361,51,1,HEAT,0,0,23.0,24.0,19.0,51734,2026-04-03 13:02:38
61518,52,1,COOL,0,0,23.0,24.0,19.0,75113,2026-04-03 13:03:09
61519,53,1,HEAT,0,0,23.0,24.0,19.0,77897,2026-04-03 13:03:09
61520,54,1,HEAT,1,0,23.0,24.0,19.0,82495,2026-04-03 13:03:09
61576,55,1,HEAT,0,1,23.0,24.0,19.0,87339,2026-04-03 13:03:19
61577,56,1,HEAT,0,0,24.0,24.0,19.0,91982,2026-04-03 13:03:19
66594,57,1,HEAT,0,0,24.0,24.0,19.0,992353,2026-04-03 13:18:20
72859,58,1,HEAT,0,0,24.0,24.0,19.0,912438,2026-04-03 13:36:47
78111,59,1,HEAT,0,0,23.0,24.0,19.0,1826455,2026-04-03 13:51:57
79492,60,1,COOL,0,0,22.0,24.0,20.0,2062048,2026-04-03 13:55:54
79554,61,1,HEAT,0,0,23.0,24.0,19.0,2068217,2026-04-03 13:56:05
79617,62,1,COOL,0,0,23.0,24.0,21.0,2079721,2026-04-03 13:56:15
79681,63,1,COOL,1,0,23.0,24.0,21.0,2086775,2026-04-03 13:56:25
79682,64,1,COOL,0,1,23.0,24.0,19.0,2089967,2026-04-03 13:56:25
85403,65,1,COOL,0,1,24.0,24.0,22.0,2990339,2026-04-03 14:11:27
85536,66,1,COOL,0,0,19.0,24.0,21.0,3008462,2026-04-03 14:11:48
85537,67,1,COOL,1,0,19.0,24.0,21.0,3017369,2026-04-03 14:11:48
85742,68,1,COOL,0,1,19.0,24.0,21.0,3040743,2026-04-03 14:12:19
91815,69,1,COOL,0,1,19.0,24.0,21.0,3941126,2026-04-03 14:27:21
92096,70,1,COOL,0,0,16.0,24.0,23.0,3985283,2026-04-03 14:28:02
92168,71,1,COOL,1,0,16.0,24.0,23.0,3996599,2026-04-03 14:28:13
92169,72,1,COOL,0,1,18.0,24.0,35.0,4000538,2026-04-03 14:28:13
98594,73,1,COOL,0,1,19.0,24.0,36.0,4900915,2026-04-03 14:43:18
98817,74,1,COOL,0,0,15.0,24.0,23.0,4939486,2026-04-03 14:43:49
98893,75,1,COOL,1,0,15.0,24.0,34.0,4942744,2026-04-03 14:44:00
98894,76,1,COOL,0,1,15.0,24.0,34.0,4945993,2026-04-03 14:44:00
105671,77,1,COOL,0,1,16.0,24.0,36.0,5846341,2026-04-03 14:59:07
112458,78,1,COOL,0,1,14.0,24.0,24.0,6747678,2026-04-03 15:14:03
