id,firebase_key,power,mode,eco,powerful,temp_room,temp_set,humidity,timestamp,created_at
118779,79,1,COOL,0,1,15.0,24.0,23.0,7648895,2026-04-03 15:29:13
124460,80,1,COOL,0,1,16.0,24.0,23.0,8550205,2026-04-03 15:44:08
130212,81,1,COOL,0,1,16.0,24.0,23.0,9451532,2026-04-03 15:59:09
135953,82,1,COOL,0,1,17.0,24.0,22.0,10352724,2026-04-03 16:14:06
141930,83,1,COOL,0,1,17.0,24.0,22.0,11253991,2026-04-03 16:29:11
285655,84,1,HEAT,0,1,16.0,24.0,23.0,18491,2026-04-04 04:14:35
285656,85,1,HEAT,0,1,16.0,24.0,24.0,918848,2026-04-04 04:14:35
285657,86,1,HEAT,0,0,21.0,24.0,20.0,1479307,2026-04-04 04:14:35
285658,87,1,HEAT,1,0,21.0,24.0,20.0,1483593,2026-04-04 04:14:35
285659,88,1,HEAT,0,1,21.0,24.0,24.0,1490592,2026-04-04 04:14:35
285660,89,1,HEAT,0,1,21.0,24.0,20.0,2390938,2026-04-04 04:14:35
285661,90,1,HEAT,0,0,25.0,24.0,18.0,2421637,2026-04-04 04:14:35
285662,91,1,HEAT,1,0,25.0,24.0,18.0,2425136,2026-04-04 04:14:35
285663,92,1,HEAT,0,1,25.0,24.0,19.0,2432435,2026-04-04 04:14:35
285664,93,1,HEAT,0,1,25.0,24.0,18.0,3332814,2026-04-04 04:14:35
285665,94,1,HEAT,0,0,27.0,24.0,17.0,3576131,2026-04-04 04:14:35
285666,95,1,HEAT,1,0,25.0,24.0,18.0,3581342,2026-04-04 04:14:35
285667,96,1,HEAT,0,1,25.0,24.0,18.0,3586733,2026-04-04 04:14:35
285668,97,1,HEAT,0,1,25.0,24.0,21.0,4487093,2026-04-04 04:14:35
285669,98,0,HEAT,0,1,27.0,24.0,17.0,4735085,2026-04-04 04:14:35
341110,99,1,HEAT,0,1,19.0,24.0,21.0,18694,2026-04-04 05:49:42
350011,100,1,HEAT,0,1,19.0,24.0,21.0,919165,2026-04-04 06:04:49
359001,101,1,HEAT,0,1,28.0,24.0,17.0,1825128,2026-04-04 06:19:56
367978,102,1,HEAT,0,1,23.0,24.0,19.0,2725501,2026-04-04 06:34:53
369318,103,1,HEAT,0,0,28.0,24.0,17.0,2856999,2026-04-04 06:37:06
369423,104,1,HEAT,1,0,28.0,24.0,17.0,2864721,2026-04-04 06:37:17
369424,105,1,HEAT,0,1,27.0,24.0,17.0,2867905,2026-04-04 06:37:17
384371,106,1,COOL,0,1,28.0,24.0,17.0,279394,2026-04-04 07:01:10
393788,107,1,COOL,0,1,29.0,24.0,16.0,1180559,2026-04-04 07:16:08
393897,108,1,COOL,0,0,21.0,24.0,20.0,1190065,2026-04-04 07:16:19
393898,109,1,COOL,1,0,21.0,24.0,23.0,1194010,2026-04-04 07:16:19
394009,110,1,COOL,0,1,21.0,24.0,22.0,1198451,2026-04-04 07:16:29
403778,111,1,COOL,0,1,21.0,24.0,20.0,2098835,2026-04-04 07:31:27
403891,112,1,COOL,0,0,18.0,24.0,22.0,2109539,2026-04-04 07:31:37
403892,113,1,COOL,1,0,18.0,24.0,22.0,2112114,2026-04-04 07:31:37
403893,114,1,COOL,0,1,18.0,24.0,25.0,2115304,2026-04-04 07:31:37
414129,115,1,COOL,0,1,18.0,24.0,22.0,3015667,2026-04-04 07:46:46
414362,116,1,COOL,0,0,15.0,24.0,23.0,3042500,2026-04-04 07:47:07
414363,117,1,COOL,1,0,15.0,24.0,23.0,3045090,2026-04-04 07:47:07
414482,118,1,COOL,0,1,15.0,24.0,23.0,3049336,2026-04-04 07:47:17
424955,119,1,COOL,0,1,15.0,24.0,23.0,3949690,2026-04-04 08:02:18
425796,120,1,COOL,0,0,14.0,24.0,24.0,4019186,2026-04-04 08:03:30
425797,121,1,COOL,1,0,14.0,24.0,24.0,4021773,2026-04-04 08:03:30
425798,122,1,COOL,0,1,14.0,24.0,24.0,4025062,2026-04-04 08:03:30
436623,123,1,COOL,0,1,14.0,24.0,24.0,4925419,2026-04-04 08:18:29
441956,124,1,HEAT,0,1,13.0,24.0,24.0,5367080,2026-04-04 08:25:54
451832,125,1,HEAT,0,0,14.0,24.0,24.0,6178176,2026-04-04 08:39:20
463047,126,1,HEAT,0,0,21.0,24.0,20.0,7079429,2026-04-04 08:54:30
474224,127,1,HEAT,0,0,20.0,24.0,21.0,7980767,2026-04-04 09:09:30
485489,128,1,HEAT,0,0,21.0,24.0,20.0,8882070,2026-04-04 09:24:30
496842,129,1,HEAT,0,0,21.0,24.0,20.0,9783361,2026-04-04 09:39:31
508283,130,1,HEAT,0,0,21.0,24.0,20.0,10684653,2026-04-04 09:54:31
519812,131,1,HEAT,0,0,22.0,24.0,20.0,11585947,2026-04-04 10:09:32
531429,132,1,HEAT,0,0,22.0,24.0,20.0,12487295,2026-04-04 10:24:37
1236330,133,1,COOL,0,0,17.0,24.0,22.0,19431,2026-04-05 01:28:59
1236331,134,1,HEAT,0,0,17.0,24.0,22.0,22478,2026-04-05 01:28:59
1236467,135,1,HEAT,1,0,17.0,24.0,22.0,29579,2026-04-05 01:29:09
1236468,136,1,HEAT,0,1,17.0,24.0,22.0,33576,2026-04-05 01:29:09
1248525,137,1,HEAT,0,1,17.0,24.0,22.0,933960,2026-04-05 01:44:09
1260670,138,1,HEAT,0,1,24.0,24.0,19.0,1835298,2026-04-05 01:59:11
1264285,139,1,HEAT,0,0,22.0,24.0,20.0,2101691,2026-04-05 02:03:40
1264286,140,1,HEAT,1,0,25.0,24.0,18.0,2107175,2026-04-05 02:03:40
1276836,141,1,HEAT,1,0,25.0,24.0,18.0,3007545,2026-04-05 02:18:51
1289333,142,1,HEAT,1,0,24.0,24.0,19.0,3908888,2026-04-05 02:33:52
1301918,143,1,HEAT,1,0,24.0,24.0,19.0,4810064,2026-04-05 02:48:53
1309119,144,1,HEAT,0,1,24.0,24.0,19.0,5326737,2026-04-05 02:57:21
1314050,145,1,HEAT,0,0,23.0,24.0,19.0,5674500,2026-04-05 03:03:13
1314051,146,1,HEAT,1,0,26.0,24.0,18.0,5677832,2026-04-05 03:03:13
1326988,147,1,HEAT,1,0,26.0,24.0,18.0,6578214,2026-04-05 03:18:15
1340013,148,1,HEAT,1,0,25.0,24.0,18.0,7479504,2026-04-05 03:33:17
1353126,149,1,HEAT,1,0,24.0,24.0,19.0,8380678,2026-04-05 03:48:20
1366327,150,1,HEAT,1,0,24.0,24.0,19.0,9282016,2026-04-05 04:03:22
1379616,151,1,HEAT,1,0,25.0,24.0,18.0,10183247,2026-04-05 04:18:25
1392993,152,1,HEAT,1,0,24.0,24.0,19.0,11084493,2026-04-05 04:33:28
1406152,153,1,HEAT,1,0,24.0,24.0,19.0,11985699,2026-04-05 04:48:19
1419551,154,1,HEAT,1,0,24.0,24.0,19.0,12886340,2026-04-05 05:03:26
1432882,155,1,HEAT,1,0,25.0,24.0,18.0,13786967,2026-04-05 05:18:23
1446455,156,1,HEAT,1,0,24.0,24.0,19.0,14688197,2026-04-05 05:33:30
1459958,157,1,HEAT,1,0,24.0,24.0,19.0,15589370,2026-04-05 05:48:26
1473547,158,1,HEAT,1,0,23.0,24.0,19.0,16490590,2026-04-05 06:03:26
1487381,159,1,HEAT,1,0,23.0,24.0,19.0,17391840,2026-04-05 06:18:34
1489462,160,1,HEAT,0,1,23.0,24.0,19.0,17532332,2026-04-05 06:20:51
